OBJECTID,ID,Xindex,Yindex,Qerror,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40,topic41,topic42,topic43,topic44,topic45,topic46,topic47,topic48,topic49,topic50,topic51,topic52,topic53,topic54,topic55,topic56,topic57,topic58,topic59,topic60,topic61,topic62,topic63,topic64,topic65,topic66,topic67,topic68,topic69,topic70,identifier,identifi_1,title,year,author,degree_gra,degree_sup,language,x,y
566,1301,12,35,0.245203,0.000108,0.0002,0.000123,0.000141,8.4E-05,9E-05,0.000145,0.222801,0.041971,0.000239,9.1E-05,9.1E-05,6.8E-05,0.000258,0.000207,0.000153,8.2E-05,0.000304,5.7E-05,0.0064,0.000124,0.000125,0.131689,5.7E-05,7.3E-05,0.049027,0.00027,8.7E-05,0.006126,2E-05,0.000363,0.001814,0.000154,6.7E-05,5.5E-05,8.5E-05,0.000124,0.046423,7.3E-05,0.00013,7.7E-05,5.8E-05,0.00016,0.000107,6.6E-05,0.000102,9.7E-05,0.000122,0.000447,0.000224,6.7E-05,4.1E-05,5.2E-05,7E-05,0.000606,8.2E-05,6.8E-05,0.48455,9.5E-05,0.000179,0.000175,0.000372,0.000123,0.000147,0.000123,0.000143,6.3E-05,0.000107,0.000105,0.000733,0.00014,f3sf2t3f,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3sf2t3f,The Effects of Prenatal Stress and Adult Neural Stem Cell Ablation on Alcohol Consumption and Seeking-Behaviors,2012,"Campbell, Joannalee C.","University of California, Santa Barbara. Psychology",Tod E. Kippin,English,0.000112237308216575,0.000269922183314023
567,1302,41,23,0.122683,8.6E-05,0.00016,9.8E-05,0.000113,0.420707,7.2E-05,0.000116,0.005991,8.5E-05,0.124471,7.3E-05,7.3E-05,5.5E-05,0.000206,0.000165,0.000122,6.5E-05,0.000243,4.5E-05,0.000335,9.9E-05,0.0001,9.1E-05,4.5E-05,5.9E-05,0.101324,0.000216,7E-05,0.000116,1.6E-05,0.00029,0.154409,0.000123,5.4E-05,4.4E-05,6.8E-05,9.9E-05,0.065783,5.9E-05,0.000104,6.2E-05,4.6E-05,0.000128,0.004866,5.3E-05,8.2E-05,7.8E-05,9.8E-05,0.048158,0.000179,5.4E-05,3.3E-05,4.2E-05,5.6E-05,0.000484,6.5E-05,5.5E-05,9.2E-05,7.6E-05,0.000143,0.00014,0.028977,0.038338,0.000118,9.8E-05,0.000114,5E-05,8.6E-05,8.4E-05,0.000586,0.000112,f32n506j,https://www.alexandria.ucsb.edu/lib/ark:/48907/f32n506j,Spin Engineering in Quantum Wells and Ferromagnetic Semiconductors,2012,"Mack, Shawn","University of California, Santa Barbara. Materials","Arthur C. Gossard, David D. Awschalom",English,0.000373101778537278,0.000179760973172744
568,1303,0,41,0.175939,0.000117,0.000217,0.000133,0.000153,9.1E-05,9.8E-05,0.000158,0.189705,0.000115,0.000259,9.9E-05,9.9E-05,7.4E-05,0.000279,0.000224,0.000166,8.9E-05,0.00033,6.1E-05,0.000454,0.000135,0.000135,0.000123,6.1E-05,8E-05,0.001281,0.000293,9.5E-05,0.000157,2.2E-05,0.000393,0.040876,0.000167,7.3E-05,5.9E-05,9.2E-05,0.000135,0.069791,8E-05,0.00014,8.4E-05,6.2E-05,0.000174,0.000116,7.1E-05,0.000111,0.000105,0.000132,0.000485,0.000243,7.3E-05,4.4E-05,5.6E-05,7.6E-05,0.000657,8.9E-05,7.4E-05,0.000124,0.674529,0.000194,0.00019,0.000403,0.000133,0.00016,0.000133,0.000155,6.8E-05,0.000116,0.000114,0.013765,0.000151,f36q1v5v,https://www.alexandria.ucsb.edu/lib/ark:/48907/f36q1v5v,Improvements in Social Conversation in Children with Autism Spectrum Disorder through Teaching Contingent Queries,2012,"Bahamondes, Crystal Mina","University of California, Santa Barbara. Education",Robert L. Koegel,English,4.37120217622011E-06,0.000319930496870994
569,1304,35,41,0.18974,8.8E-05,0.000163,0.0001,0.000115,6.8E-05,7.3E-05,0.039104,0.001235,8.6E-05,0.000195,7.5E-05,7.4E-05,5.6E-05,0.00021,0.000168,0.000124,6.7E-05,0.000248,4.6E-05,0.000341,0.000101,0.000102,9.3E-05,4.6E-05,6E-05,0.000963,0.00022,7.1E-05,0.000118,1.7E-05,0.000295,0.094068,0.000126,5.5E-05,4.5E-05,6.9E-05,0.004975,0.140163,6E-05,0.000106,6.3E-05,4.7E-05,0.000131,8.7E-05,5.4E-05,8.3E-05,7.9E-05,0.0001,0.000365,0.000183,5.5E-05,3.3E-05,4.2E-05,0.672555,0.000493,6.7E-05,5.6E-05,9.4E-05,7.7E-05,0.029385,0.000143,0.000303,0.0001,0.00012,0.0001,0.000116,5.1E-05,0.009834,8.6E-05,0.000597,0.000114,f30k26hm,https://www.alexandria.ucsb.edu/lib/ark:/48907/f30k26hm,Structure and Reactivity of Grafted Organochromium and Organoborane Complexes on Silica,2012,"Wanglee, Ying-Jen","University of California, Santa Barbara. Chemistry",Susannah L. Scott,English,0.000320583572062147,0.000320762336814218
570,1305,0,29,0.172101,9.1E-05,0.000168,0.000103,0.000119,7E-05,7.6E-05,0.000122,0.016332,8.9E-05,0.000201,0.120556,7.6E-05,5.7E-05,0.452012,0.070453,0.000128,0.010108,0.020335,4.8E-05,0.000352,0.000104,0.000105,9.6E-05,4.8E-05,6.2E-05,0.006012,0.000227,7.3E-05,0.000122,1.7E-05,0.000304,0.026622,0.000129,5.6E-05,4.6E-05,7.1E-05,0.000104,0.199604,6.2E-05,0.000109,6.5E-05,4.8E-05,0.000135,9E-05,5.5E-05,8.6E-05,8.1E-05,0.000103,0.000376,0.055408,0.015116,3.4E-05,4.4E-05,5.9E-05,0.000508,6.9E-05,5.7E-05,9.6E-05,7.9E-05,0.00015,0.000147,0.000312,0.000103,0.000124,0.000103,0.00012,5.3E-05,9E-05,8.9E-05,0.000615,0.000117,f3bp00q6,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3bp00q6,"Exploring the Relationship between L2 Blogging, Learner Autonomy, and L2 Proficiency Levels: A Case Study of Post-Secondary Japanese L2 Learners",2012,"Hashimoto, Kumi","University of California, Santa Barbara. Education",Jin Sook Lee,English,3.37407219799694E-06,0.000224285071940797
571,1308,9,41,0.138372,0.000143,0.000265,0.000163,0.000187,0.000111,0.00012,0.000193,0.097091,0.00014,0.000317,0.000121,0.000121,9E-05,0.000341,0.000274,0.000202,0.000108,0.000403,7.5E-05,0.000555,0.000165,0.000165,0.000151,7.5E-05,9.7E-05,0.001565,0.000358,0.000115,0.000192,2.7E-05,0.00048,0.057868,0.000204,0.008013,7.3E-05,0.000113,0.507276,0.172435,9.7E-05,0.000172,0.000102,7.6E-05,0.000212,0.000142,8.7E-05,0.000135,0.000129,0.000162,0.008516,0.000297,8.9E-05,5.4E-05,6.9E-05,9.3E-05,0.000802,0.000108,9.1E-05,0.000152,0.000125,0.000237,0.000232,0.135194,0.000163,0.000195,0.000163,0.000189,8.4E-05,0.000142,0.00014,0.000971,0.000185,f3th8jnk,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3th8jnk,Optimal Observer Model of Single Fixation Oddity Search Predicts a Shallow Set Size Function,2012,"Schoonveld, Wade Andrew","University of California, Santa Barbara. Psychology",Miguel P. Eckstein,English,8.41299213010754E-05,0.0003198460552052
572,1311,41,18,0.261817,0.00058,0.001073,0.00066,0.000757,0.000449,0.000483,0.000779,0.008122,0.000568,0.001281,0.00049,0.000488,0.000365,0.00138,0.001107,0.000818,0.000437,0.001629,0.000304,0.002245,0.000667,0.641591,0.00061,0.000304,0.000394,0.00633,0.001446,0.000467,0.000776,0.000109,0.001943,0.169948,0.000826,0.00036,0.000294,0.000456,0.000667,0.056469,0.000393,0.000694,0.000414,0.000308,0.000859,0.064666,0.000352,0.000547,0.00052,0.000654,0.002397,0.001203,0.000359,0.000219,0.000279,0.000376,0.003245,0.000438,0.000366,0.000615,0.000506,0.000959,0.000939,0.001994,0.000658,0.00079,0.000659,0.000766,0.000338,0.000573,0.000565,0.003928,0.000748,f3fj2dqg,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3fj2dqg,Electronically Controlled Laser Beam-Sweeping Chip,2012,"Althouse, Chad Matthew Louis","University of California, Santa Barbara. Materials",Larry A. Coldren,English,0.000368358673829363,0.000141939204780343
573,1312,5,3,0.194435,9.2E-05,0.040944,0.000105,0.00012,7.1E-05,7.7E-05,0.000124,0.001292,9E-05,0.000204,7.8E-05,7.8E-05,5.8E-05,0.000219,0.035853,0.00013,7E-05,0.000259,4.8E-05,0.000357,0.000106,0.000106,9.7E-05,4.8E-05,6.3E-05,0.001007,0.00023,7.4E-05,0.000123,1.7E-05,0.000309,0.001546,0.000131,5.7E-05,4.7E-05,7.2E-05,0.000106,0.177172,6.3E-05,0.00011,6.6E-05,4.9E-05,0.000137,9.1E-05,5.6E-05,8.7E-05,8.3E-05,0.051071,0.000381,0.000191,5.7E-05,3.5E-05,4.4E-05,0.010253,0.000516,0.147874,5.8E-05,9.8E-05,8.1E-05,0.000152,0.000149,0.000317,0.000105,0.000126,0.020492,0.000122,5.4E-05,9.1E-05,0.168281,0.337008,0.000119,f37w694q,https://www.alexandria.ucsb.edu/lib/ark:/48907/f37w694q,We Have Been Silenced for Much Too Long: Music as Decolonial Resistance,2012,"Francoso, Anthony Emilio","University of California, Santa Barbara. Sociology","Richard Flacks, G. Reginald Daniel",English,5.1761824985662E-05,2.24956113433379E-05
574,1313,41,33,0.211845,0.000154,0.000286,0.000176,0.000202,0.00012,0.000129,0.000208,0.002162,0.000151,0.000341,0.00013,0.00013,9.7E-05,0.000367,0.000295,0.000218,0.000116,0.000434,8.1E-05,0.000598,0.000178,0.094031,0.000162,8.1E-05,0.000105,0.14673,0.000385,0.000124,0.000207,2.9E-05,0.000517,0.05378,0.00022,9.6E-05,7.8E-05,0.000121,0.000178,0.057695,0.000105,0.000185,0.00011,8.2E-05,0.000229,0.614461,9.4E-05,0.000146,0.000138,0.000174,0.00917,0.00032,9.6E-05,5.8E-05,7.4E-05,0.0001,0.000864,0.000117,9.8E-05,0.000164,0.000135,0.008787,0.00025,0.000531,0.000175,0.00021,0.000175,0.000204,9E-05,0.000153,0.00015,0.001046,0.000199,f39p2zkf,https://www.alexandria.ucsb.edu/lib/ark:/48907/f39p2zkf,Nonpolar m-plane gallium Nitride-based Laser Diodes in the Blue Spectrum,2012,"Kelchner, Kathryn M.","University of California, Santa Barbara. Electrical and Computer Engineering",Steven DenBaars,English,0.000370435578751951,0.000257203835514049
575,1315,41,18,0.195279,0.000102,0.000188,0.000116,0.000133,0.00569,8.5E-05,0.000136,0.007034,9.9E-05,0.005836,8.6E-05,0.005697,6.4E-05,0.000242,0.000194,0.000143,7.7E-05,0.000285,5.3E-05,0.000393,0.000117,0.49393,0.000107,5.3E-05,6.9E-05,0.141396,0.000253,8.2E-05,0.000136,1.9E-05,0.00034,0.052205,0.005756,6.3E-05,5.1E-05,8E-05,0.000117,0.23996,6.9E-05,0.000122,7.2E-05,5.4E-05,0.00015,0.0001,6.2E-05,9.6E-05,9.1E-05,0.000115,0.00042,0.005822,6.3E-05,3.8E-05,4.9E-05,0.011289,0.000568,7.7E-05,6.4E-05,0.005719,8.9E-05,0.000168,0.000164,0.000349,0.000115,0.000138,0.000115,0.000134,5.9E-05,0.0001,9.9E-05,0.006299,0.005743,f3nv9gcf,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3nv9gcf,Sub-wavelength Metal Gratings for In-plane Lasers and Integrated Optical Elements,2012,"Lively, Erica","University of California, Santa Barbara. Electrical and Computer Engineering",Daniel J. Blumenthal,English,0.000368335317638187,0.000140154252315835
576,1316,6,16,0.243967,0.000196,0.011209,0.000223,0.000256,0.000152,0.509897,0.000264,0.002749,0.000192,0.000433,0.000166,0.000165,0.000124,0.000467,0.000375,0.000277,0.000148,0.000551,0.000103,0.00076,0.000226,0.000226,0.000206,0.000103,0.000133,0.002142,0.000489,0.032694,0.000263,3.7E-05,0.000658,0.003289,0.00028,0.000122,0.0001,0.000154,0.000226,0.116719,0.000133,0.000235,0.00014,0.000104,0.000291,0.000194,0.000119,0.000185,0.000176,0.000221,0.000811,0.000407,0.000121,7.4E-05,9.4E-05,0.000127,0.152934,0.010994,0.000124,0.000208,0.000171,0.000324,0.000318,0.000675,0.000223,0.000267,0.000223,0.032795,0.000114,0.000194,0.000191,0.109783,0.000253,f3cn71v1,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3cn71v1,"German Blood -- Polish Mind? Exploring the Immigration Histories of Resettlers from Poland to West Germany, 1970s--1990",2012,"Foster, Mira Sczygiol","University of California, Santa Barbara. History",Harold Marcuse,English,5.2827226909897E-05,0.000126772947853336
577,1317,1,38,0.239751,9.1E-05,0.000169,0.000104,0.000119,7.1E-05,0.136299,0.000123,0.127411,8.9E-05,0.000202,7.7E-05,7.7E-05,5.8E-05,0.000217,0.000174,0.000129,6.9E-05,0.000256,4.8E-05,0.02558,0.161554,0.000105,9.6E-05,4.8E-05,6.2E-05,0.000997,0.000228,7.4E-05,0.000122,1.7E-05,0.000306,0.00153,0.00013,5.7E-05,4.6E-05,7.2E-05,0.000105,0.235928,6.2E-05,0.000109,6.5E-05,4.9E-05,0.000135,9E-05,5.5E-05,8.6E-05,8.2E-05,0.000103,0.000377,0.01028,5.6E-05,3.4E-05,4.4E-05,5.9E-05,0.005556,6.9E-05,5.8E-05,9.7E-05,0.161529,0.000151,0.000148,0.000314,0.000104,0.000124,0.000104,0.000121,5.3E-05,9E-05,8.9E-05,0.126751,0.000118,f3k935f6,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3k935f6,The Development of a Tool to Assess Cultural Frame of Reference Among Recent Immigrant Latino Parents of Children With Disabilities,2012,"Aldana, Sandra Ivette","University of California, Santa Barbara. Education",George H.S. Singer,English,9.47902287230001E-06,0.00029591852931572
578,1319,35,41,0.300678,9.9E-05,0.000183,0.000112,0.092921,7.7E-05,8.2E-05,0.000133,0.001383,9.7E-05,0.000218,8.3E-05,8.3E-05,6.2E-05,0.000235,0.000188,0.000139,7.5E-05,0.000277,5.2E-05,0.000382,0.000114,0.000114,0.000104,5.2E-05,6.7E-05,0.001078,0.000246,8E-05,0.000132,1.9E-05,0.000331,0.056239,0.000141,6.1E-05,5E-05,7.8E-05,0.000114,0.047827,6.7E-05,0.000118,7.1E-05,5.2E-05,0.000146,9.8E-05,6E-05,9.3E-05,8.9E-05,0.000111,0.000408,0.000205,6.1E-05,3.7E-05,4.7E-05,0.775152,0.011469,7.5E-05,6.2E-05,0.000105,8.6E-05,0.000163,0.00016,0.00034,0.000112,0.000135,0.000112,0.00013,5.8E-05,0.005556,9.6E-05,0.000669,0.000127,f3z899c9,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3z899c9,"The Chemistry of Uranyl(VI) and Uranyl(V) with Soft Nitrogen, Carbon, and Sulfur Donors",2012,"Schettini, Michael F.","University of California, Santa Barbara. Chemistry",Trevor W. Hayton,English,0.000316320167737691,0.00031963405282663
579,1320,6,32,0.289842,7.7E-05,0.000142,8.7E-05,0.0001,5.9E-05,6.4E-05,0.000103,0.386331,7.5E-05,0.000169,6.5E-05,6.4E-05,4.8E-05,0.046752,0.025548,0.000108,5.8E-05,0.000215,4E-05,0.000297,8.8E-05,8.8E-05,8.1E-05,4E-05,5.2E-05,0.00507,0.000191,6.2E-05,0.00857,1.4E-05,0.000257,0.009751,0.000109,0.465745,3.9E-05,6E-05,8.8E-05,0.045563,5.2E-05,9.2E-05,5.5E-05,4.1E-05,0.000113,7.6E-05,4.7E-05,7.2E-05,6.9E-05,8.6E-05,0.000317,0.000159,4.7E-05,2.9E-05,3.7E-05,5E-05,0.000429,5.8E-05,4.8E-05,8.1E-05,6.7E-05,0.000127,0.000124,0.000263,8.7E-05,0.000104,8.7E-05,0.000101,4.5E-05,7.6E-05,7.5E-05,0.000519,9.9E-05,f3n29twc,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3n29twc,Discrepancies between implicit and explicit collective self-esteem: Implications for intergroup behavior,2012,"Eliezer, Dina","University of California, Santa Barbara. Psychology",Brenda Major,English,5.65058279906026E-05,0.000248849503370907
580,1322,35,41,0.167905,9E-05,0.000166,0.000102,0.000117,7E-05,7.5E-05,0.024971,0.06587,8.8E-05,0.000199,7.6E-05,7.6E-05,5.7E-05,0.000214,0.000172,0.000127,6.8E-05,0.000253,4.7E-05,0.005318,0.000103,0.000104,9.5E-05,4.7E-05,6.1E-05,0.000982,0.000224,7.2E-05,0.00012,1.7E-05,0.000301,0.190369,0.000128,5.6E-05,4.6E-05,0.024921,0.000103,0.008758,6.1E-05,0.005078,6.4E-05,4.8E-05,0.000133,8.9E-05,5.5E-05,8.5E-05,8.1E-05,0.000101,0.000372,0.000187,5.6E-05,3.4E-05,4.3E-05,0.656106,0.000503,6.8E-05,5.7E-05,9.5E-05,7.9E-05,0.000149,0.000146,0.000309,0.000102,0.000123,0.000102,0.000119,5.2E-05,0.010029,8.8E-05,0.000609,0.000116,f31c1ttz,https://www.alexandria.ucsb.edu/lib/ark:/48907/f31c1ttz,Acid Functionalized Mesoporous Ordered Materials for the Production of 5-Hydroxymethyfurfural from Carbohydrates,2012,"Crisci, Anthony J.","University of California, Santa Barbara. Chemistry",Susannah L. Scott,English,0.00032114232419018,0.000318603685191911
581,1323,31,10,0.157378,8.5E-05,0.000157,9.7E-05,0.000111,6.6E-05,7.1E-05,0.000114,0.02464,8.3E-05,0.000187,7.2E-05,7.1E-05,5.3E-05,0.000202,0.000162,0.00012,6.4E-05,0.000238,4.4E-05,0.005019,9.8E-05,9.8E-05,8.9E-05,4.4E-05,5.8E-05,0.516862,0.000212,0.02821,0.000114,1.6E-05,0.000284,0.024874,0.000121,0.079788,4.3E-05,6.7E-05,9.8E-05,0.219329,5.8E-05,0.000102,6.1E-05,4.5E-05,0.000126,8.4E-05,5.2E-05,8E-05,7.6E-05,9.6E-05,0.000351,0.093982,5.2E-05,3.2E-05,4.1E-05,5.5E-05,0.000475,6.4E-05,5.4E-05,9E-05,7.4E-05,0.00014,0.000137,0.000292,9.6E-05,0.000116,9.6E-05,0.000112,4.9E-05,8.4E-05,8.3E-05,0.000575,0.00011,f3rr1w61,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3rr1w61,Towards Enabling Better Understanding and Performance for Managed Languages,2012,"Mostafa, Nagy","University of California, Santa Barbara. Computer Science",Chandra Krintz,English,0.000279208068417337,7.53282281327343E-05
582,1324,41,35,0.103961,7.8E-05,0.000145,8.9E-05,0.000102,6.1E-05,6.5E-05,0.000105,0.001096,7.7E-05,0.19048,6.6E-05,6.6E-05,4.9E-05,0.000186,0.000149,0.00011,5.9E-05,0.00022,4.1E-05,0.000303,9E-05,0.030366,8.2E-05,4.1E-05,5.3E-05,0.074382,0.000195,6.3E-05,0.000105,1.5E-05,0.000262,0.187294,0.004437,4.9E-05,4E-05,6.1E-05,9E-05,0.024922,5.3E-05,9.4E-05,5.6E-05,4.2E-05,0.000116,0.47152,4.8E-05,7.4E-05,7E-05,8.8E-05,0.000324,0.000162,4.8E-05,3E-05,3.8E-05,5.1E-05,0.000438,5.9E-05,4.9E-05,8.3E-05,6.8E-05,0.000129,0.000127,0.000269,0.008739,0.000107,8.9E-05,0.000103,4.6E-05,7.7E-05,7.6E-05,0.00053,0.000101,f3j1013v,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3j1013v,Design of Integrated III-Nitride/Non-III-Nitride Multijunction Photovoltaic Devices,2012,"Toledo, Nikholas Gerochi","University of California, Santa Barbara. Electrical and Computer Engineering",Umesh K. Mishra,English,0.000374740305609675,0.000273416629761332
583,1325,41,18,0.139497,0.000121,0.000225,0.000138,0.013563,0.006796,0.000101,0.000163,0.015103,0.000119,0.047183,0.000103,0.060422,7.6E-05,0.000289,0.000231,0.000171,9.1E-05,0.000341,6.4E-05,0.000469,0.000139,0.449186,0.000128,6.4E-05,8.2E-05,0.034835,0.000302,9.8E-05,0.000162,2.3E-05,0.000406,0.182991,0.000173,7.5E-05,6.1E-05,9.5E-05,0.000139,0.132449,8.2E-05,0.000145,8.7E-05,6.4E-05,0.00018,0.033631,7.4E-05,0.000114,0.000109,0.000137,0.000501,0.000252,7.5E-05,4.6E-05,5.8E-05,7.9E-05,0.000679,9.2E-05,7.7E-05,0.000129,0.000106,0.0002,0.000196,0.013821,0.000138,0.000165,0.000138,0.00016,7.1E-05,0.00012,0.000118,0.000822,0.000156,f3ms3qp3,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3ms3qp3,1.55 microm Indium Gallium Arsenide THz Synchronized Photoconductive Switch Array,2012,"Williams, Kimani K.","University of California, Santa Barbara. Electrical and Computer Engineering",Daniel Blumenthal,English,0.00036782866780852,0.000137541951449257
584,1326,31,41,0.0833152,0.000164,0.000304,0.000187,0.000214,0.000127,0.000137,0.562809,0.011374,0.000161,0.000363,0.000139,0.000138,0.000103,0.000391,0.000313,0.000232,0.000124,0.000461,8.6E-05,0.000636,0.000189,0.000189,0.000173,8.6E-05,0.000111,0.010867,0.00041,0.000132,0.00022,3.1E-05,0.00055,0.120714,0.000234,0.000102,8.3E-05,0.000129,0.000189,0.179321,0.000111,0.000197,0.000117,8.7E-05,0.000243,0.000162,0.0001,0.000155,0.000147,0.000185,0.000679,0.000341,0.000102,6.2E-05,7.9E-05,0.081773,0.019067,0.000124,0.000104,0.000174,0.000143,0.000271,0.000266,0.000565,0.000186,0.000224,0.000187,0.000217,9.6E-05,0.000162,0.00016,0.001112,0.000212,f3m61h58,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3m61h58,Recent Advances in Palladium-Catalyzed Kumada-Corriu Couplings,2012,"Haley, Stephen Douglas","University of California, Santa Barbara. Chemistry",Bruce H. Lipshutz,English,0.000281903014242924,0.00031763440298507
585,1329,0,29,0.213399,7.4E-05,0.032762,8.4E-05,9.6E-05,5.7E-05,6.2E-05,9.9E-05,0.037738,7.2E-05,0.000163,6.2E-05,6.2E-05,4.7E-05,0.407998,0.032767,0.000104,5.6E-05,0.000207,3.9E-05,0.024755,8.5E-05,8.5E-05,7.8E-05,3.9E-05,5E-05,0.000806,0.000184,5.9E-05,9.9E-05,1.4E-05,0.000247,0.033862,0.000105,4.6E-05,3.7E-05,5.8E-05,8.5E-05,0.186628,5E-05,8.8E-05,5.3E-05,3.9E-05,0.000109,7.3E-05,0.203956,7E-05,6.6E-05,8.3E-05,0.000305,0.000153,4.6E-05,2.8E-05,3.5E-05,4.8E-05,0.000413,5.6E-05,4.7E-05,7.8E-05,6.4E-05,0.000122,0.00012,0.000254,8.4E-05,0.004179,8.4E-05,9.7E-05,4.3E-05,7.3E-05,7.2E-05,0.029047,9.5E-05,f3tm7829,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3tm7829,An Analysis of Students' Korean Language Use in a Korean-English Two-Way Immersion Classroom,2012,"Jeong, Eunsook","University of California, Santa Barbara. Education",Jin Sook Lee,English,6.09327257871505E-06,0.000227188426931108
586,1334,23,24,0.213347,9.7E-05,0.00018,0.000111,0.257907,7.5E-05,8.1E-05,0.000131,0.001361,9.5E-05,0.182809,8.2E-05,8.2E-05,6.1E-05,0.000231,0.000185,0.000137,0.005444,0.000273,5.1E-05,0.000376,0.000112,0.016223,0.000102,5.1E-05,6.6E-05,0.001061,0.000242,7.8E-05,0.00013,1.8E-05,0.016437,0.254038,0.000138,6E-05,4.9E-05,0.026928,0.000112,0.127613,6.6E-05,0.000116,6.9E-05,5.2E-05,0.07533,9.6E-05,5.9E-05,9.2E-05,8.7E-05,0.00011,0.005772,0.000202,6E-05,3.7E-05,4.7E-05,6.3E-05,0.000544,7.3E-05,6.1E-05,0.000103,8.5E-05,0.000161,0.000157,0.005705,0.00011,0.000132,0.00011,0.000128,5.7E-05,9.6E-05,9.5E-05,0.000658,0.016237,f3h70cr8,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3h70cr8,Structural switching and biological applications of nucleic acid-lipid films,2012,"Neumann, Surekha Gajria","University of California, Santa Barbara. Chemistry","Matthew Tirrell, Craig Hawker",English,0.000205498604379922,0.000184429517716717
587,1335,35,32,0.144393,7.8E-05,0.000144,8.8E-05,0.000101,6E-05,6.5E-05,0.000104,0.009663,7.6E-05,0.000171,6.6E-05,6.5E-05,4.9E-05,0.000185,0.000148,0.000109,0.403137,0.004506,4.1E-05,0.017453,8.9E-05,8.9E-05,8.2E-05,4.1E-05,5.3E-05,0.035152,0.000194,6.3E-05,0.000104,1.5E-05,0.00026,0.262873,0.000111,4.8E-05,3.9E-05,6.1E-05,8.9E-05,0.230536,0.030069,9.3E-05,5.5E-05,4.1E-05,0.000115,7.7E-05,4.7E-05,7.3E-05,7E-05,8.8E-05,0.000321,0.000161,4.8E-05,2.9E-05,3.7E-05,5E-05,0.000434,5.9E-05,4.9E-05,8.2E-05,6.8E-05,0.000128,0.000126,0.000267,8.8E-05,0.000106,8.8E-05,0.000102,4.5E-05,7.7E-05,7.6E-05,0.000526,0.0001,f3xg9p2k,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3xg9p2k,Phase Stability of Zirconia-Based Thermal Barrier Coatings,2012,"Krogstad, Jessica Anne","University of California, Santa Barbara. Materials",Carlos G. Levi,English,0.00031409234583602,0.000249092048488861
588,1336,40,18,0.149053,9.4E-05,0.000174,0.000107,0.000123,7.3E-05,7.8E-05,0.000127,0.001319,9.2E-05,0.031425,8E-05,0.010485,5.9E-05,0.000224,0.00018,0.000133,0.098924,0.000264,4.9E-05,0.000364,0.000108,0.364303,9.9E-05,4.9E-05,6.4E-05,0.099881,0.000235,7.6E-05,0.000126,1.8E-05,0.000315,0.116039,0.000134,5.8E-05,4.8E-05,7.4E-05,0.000108,0.139237,6.4E-05,0.000113,6.7E-05,5E-05,0.000139,9.3E-05,5.7E-05,8.9E-05,8.4E-05,0.000106,0.094039,0.021006,5.8E-05,3.6E-05,4.5E-05,6.1E-05,0.000527,7.1E-05,5.9E-05,0.0001,8.2E-05,0.000156,0.000152,0.015932,0.000107,0.000128,0.000107,0.000124,5.5E-05,9.3E-05,9.2E-05,0.000638,0.000121,f3k64g1w,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3k64g1w,Etchless Core-Definition Process for the Realization of Low Loss Glass Waveguides,2012,"John, Demis D.","University of California, Santa Barbara. Electrical and Computer Engineering",Daniel J. Blumenthal,English,0.000357055172618818,0.000139788638000815
